"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First.Click","Q9_Last.Click","Q9_Page.Submit","Q9_Click.Count","Q13","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_First.Click","Q11_Last.Click","Q11_Page.Submit","Q11_Click.Count","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","id","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad","totalbadUP","where","Q14","random","workerId","assignmentId","hitId"
"11","4/24/18 17:30","4/24/18 17:36",0,"146.7.70.12",100,350,1,"4/24/18 17:36","R_2dKruw48ujhWj0Y",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.626,10.626,13.289,1,"21",4.91,152.045,154.114,23,9.114,91.054,93.477,19,2.688,83.745,85.474,24,55326,1,1,1,2,2,1,3,3,2,1,4,1,1,1,1,1,1,1,3,4,1,2,2,2,2,4,4,1,1,2,1,1,2,2,1,3,1,1,1,1,4,1,2,3,2,4,2,2,1,2,3,2,1,1,4,2,3,1,1,2,5,4,1,"sona",NA,NA,NA,NA,NA
"12","4/24/18 18:50","4/24/18 18:58",0,"47.213.153.195",100,482,1,"4/24/18 18:58","R_YSMIsRPH24QMOXf",NA,NA,NA,NA,37.02709961,-93.31929779,"anonymous","EN",1,29.588,29.588,44.961,1,"28",6.022,107.26,109.587,25,12.291,141.502,143.964,24,11.714,173.244,174.746,24,54593,3,3,4,4,3,3,3,4,5,2,3,3,3,3,4,4,3,3,4,4,1,5,3,5,1,4,4,2,3,4,4,1,3,3,4,4,3,4,1,3,4,3,3,3,4,3,3,3,3,5,3,3,1,3,4,3,3,3,5,4,3,3,0,"sona",NA,NA,NA,NA,NA
"13","4/24/18 22:03","4/24/18 22:10",0,"146.7.4.88",100,437,1,"4/24/18 22:10","R_2dSYGZWhGrWU0NL",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,56.072,56.072,65.714,1,"19",12.791,133.396,136.682,27,12.269,119.172,122.544,21,12.614,121.217,124.087,23,55265,4,2,3,4,4,3,4,4,4,3,5,5,1,3,4,4,5,4,5,4,1,4,4,4,5,4,5,2,3,4,3,2,4,4,5,4,2,4,1,5,4,5,5,2,4,4,3,4,3,4,5,4,4,3,4,3,3,4,3,3,2,3,0,"sona",NA,NA,NA,NA,NA
"14","4/24/18 23:27","4/24/18 23:37",0,"173.19.7.37",100,583,1,"4/24/18 23:37","R_2uqiIeJE0Ww1wAW",NA,NA,NA,NA,37.14889526,-93.26139832,"anonymous","EN",1,6.692,9.332,11.934,2,"21",11.412,160.932,162.574,24,3.334,173.672,175.744,23,25.236,253.858,255.154,31,54595,4,4,4,4,4,4,5,3,3,3,3,4,3,3,4,4,3,3,4,4,1,3,4,4,3,3,4,2,2,4,3,2,4,3,4,4,3,2,2,4,4,4,3,5,4,2,2,4,4,4,2,5,2,4,4,4,3,4,4,4,3,2,0,"sona",NA,NA,NA,NA,NA
"15","4/25/18 0:40","4/25/18 0:46",0,"170.29.1.10",100,380,1,"4/25/18 0:46","R_1pSDbrk6KruZ0ZQ",NA,NA,NA,NA,35.5151062,-97.57409668,"anonymous","EN",1,7.652,7.652,13.905,1,"20",17.372,147.799,153.167,25,8.183,105.338,106.731,20,5.224,98.844,99.929,23,54518,3,4,4,3,4,4,4,4,4,3,4,2,1,3,5,5,1,2,4,4,1,4,4,3,3,3,4,3,2,3,3,1,1,5,5,4,3,3,2,5,4,5,4,5,4,1,4,4,3,4,5,1,1,4,4,4,3,3,4,4,5,4,0,"sona",NA,NA,NA,NA,NA
"16","4/25/18 1:51","4/25/18 1:54",0,"162.237.237.156",100,226,1,"4/25/18 1:54","R_3HnmFTGWGaQ2M4r",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,5.605,7.365,9.672,2,"22",7.341,74.659,75.732,25,2.287,64.288,66.558,22,4.15,65.27,66.731,21,56190,4,5,5,5,5,5,5,5,5,5,4,1,4,5,5,5,4,2,5,5,1,5,5,4,3,5,5,4,3,5,4,1,4,5,4,5,4,1,1,1,4,1,1,1,4,1,4,4,4,4,1,1,1,4,4,4,3,4,4,4,1,6,3,"sona",NA,NA,NA,NA,NA
"17","4/25/18 2:16","4/25/18 2:21",0,"199.192.152.236",100,304,1,"4/25/18 2:21","R_3g6nWvXPpOL1Sqi",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,60.207,60.207,63.263,1,"21",5.262,87.571,90.052,21,2.194,73.406,75.02,21,3.036,67.678,69.929,21,54367,2,4,3,4,5,2,4,4,5,4,4,4,4,3,4,4,5,4,4,4,1,5,4,4,4,4,4,2,3,4,4,4,2,3,4,4,2,5,1,5,4,5,5,5,4,2,3,4,4,4,4,4,2,3,4,4,3,3,3,4,2,4,1,"sona",NA,NA,NA,NA,NA
"18","4/25/18 8:32","4/25/18 8:36",0,"173.19.227.45",100,282,1,"4/25/18 8:36","R_3isVILti0uyWR7B",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,20.83,20.83,24.342,1,"20",3.984,72.092,73.737,22,8.219,95.446,97.535,27,3.702,77.86,79.421,23,55176,5,4,4,4,4,4,5,4,4,1,5,3,3,3,4,4,5,3,5,4,1,5,4,5,4,4,3,2,1,4,4,3,4,5,2,4,3,1,1,2,4,2,3,5,4,3,4,4,3,4,4,1,1,3,5,3,3,4,1,5,5,4,1,"sona",NA,NA,NA,NA,NA
"19","4/25/18 9:23","4/25/18 9:29",0,"146.7.4.86",100,349,1,"4/25/18 9:29","R_3k6DklyCHekKY3Z",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,0.816,2.243,3.429,3,"18",2.748,97.846,100.936,55,2.273,115.205,116.864,49,1.54,118.905,122.677,50,54826,4,2,3,3,3,2,4,4,4,3,3,4,4,3,2,3,3,1,4,3,2,4,4,5,3,2,4,1,1,2,2,1,3,3,2,3,2,1,1,4,4,2,4,3,1,2,2,3,1,3,3,2,1,2,2,4,3,4,3,2,4,6,1,"sona",NA,NA,NA,NA,NA
"20","4/25/18 9:54","4/25/18 10:02",0,"146.7.4.91",100,432,1,"4/25/18 10:02","R_eFNBgEGxJa70H3b",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,14.059,32.52,33.007,2,"19",14.617,133.019,137.251,25,22.905,129.576,131.366,20,26.321,122.164,123.931,21,55241,4,3,4,5,5,5,4,4,4,3,4,5,3,4,5,5,3,5,4,5,1,4,4,4,3,3,4,2,3,4,3,2,4,3,3,5,4,1,2,3,4,4,4,2,3,2,5,3,5,5,3,4,3,4,4,4,3,4,4,5,3,3,0,"sona",NA,NA,NA,NA,NA
"21","4/25/18 10:46","4/25/18 10:52",0,"146.7.4.72",100,363,1,"4/25/18 10:52","R_en8ma0HRpCOjlDj",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,14.836,14.836,28.734,1,"22",8.03,87.88,95.572,21,20.824,110.912,112.296,20,9.884,121.022,122.966,22,54651,4,4,4,4,4,3,4,4,4,3,3,3,3,3,4,4,3,3,4,4,1,3,4,4,2,3,4,1,3,4,4,2,4,3,3,4,3,3,2,3,4,4,3,4,4,2,2,4,3,4,3,3,1,3,4,4,3,5,5,3,4,2,0,"sona",NA,NA,NA,NA,NA
"22","4/25/18 10:57","4/25/18 11:05",0,"146.7.4.86",100,464,1,"4/25/18 11:05","R_22Xp3ZPrcWEmRVu",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.469,2.469,4.113,1,"18",5.865,145.891,148.058,23,8.077,136.737,138.375,21,7.838,168.804,170.932,22,55294,5,4,4,5,5,4,3,5,4,3,5,5,1,3,5,5,5,3,5,3,1,5,5,5,3,3,4,2,2,4,3,1,2,5,3,4,4,3,1,4,4,4,4,3,5,4,4,5,4,5,5,3,1,5,5,5,3,5,5,4,2,5,0,"sona",NA,NA,NA,NA,NA
"23","4/25/18 12:30","4/25/18 12:37",0,"173.18.255.109",100,429,1,"4/25/18 12:37","R_2Qh6kvntZREV8Hj",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,6.336,6.336,12.709,1,"20",11.943,138.48,143.123,22,22.196,112.419,116.52,21,11.813,148.191,150.157,20,55796,1,1,1,3,3,1,3,3,4,1,1,5,1,1,1,1,5,3,5,3,1,1,4,5,1,1,4,1,1,1,1,5,3,4,3,1,1,3,1,5,4,3,5,3,3,5,1,1,1,1,1,3,4,1,1,1,3,3,4,1,3,3,0,"sona",NA,NA,NA,NA,NA
"24","4/25/18 12:41","4/25/18 12:46",0,"146.7.45.19",100,299,1,"4/25/18 12:46","R_1jPWp2bu11fiSSh",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.762,2.762,15.149,1,"19",4.008,81.186,82.931,24,8.472,107.194,109.592,22,3.858,85.223,86.574,25,55261,4,5,4,4,5,5,5,5,5,5,5,1,1,5,4,5,1,2,5,4,1,5,5,5,5,4,5,5,1,5,3,1,5,5,4,5,3,1,1,2,4,3,1,3,5,3,5,5,3,5,1,3,1,5,5,5,3,5,5,5,3,4,0,"sona",NA,NA,NA,NA,NA
"25","4/25/18 13:15","4/25/18 13:20",0,"146.7.113.138",100,319,1,"4/25/18 13:21","R_3kAkm9vjM6kgnk3",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.457,3.457,5.912,1,"19",21.646,113.849,115.378,21,6.926,92.595,94.131,25,3.716,97.427,98.754,23,54350,2,3,4,3,4,2,3,3,2,3,3,2,2,3,4,3,2,2,3,2,1,3,3,4,2,3,4,2,1,4,3,2,4,2,2,4,3,2,2,2,4,1,3,4,2,3,1,2,4,4,4,4,1,3,3,3,3,4,2,3,2,3,0,"sona",NA,NA,NA,NA,NA
"26","4/25/18 13:32","4/25/18 13:38",0,"146.7.4.89",100,390,1,"4/25/18 13:38","R_u1H8QRK8LuifCFP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,34.703,34.703,39.022,1,"18",8.922,100.728,102.411,26,5.006,91.926,94.142,25,7.432,153.907,155.07,24,55157,5,5,5,4,5,5,4,5,5,2,4,2,2,4,5,5,5,4,5,5,1,5,4,4,5,4,5,2,3,5,4,5,1,2,2,5,2,3,2,4,4,2,3,2,4,1,5,5,5,4,4,5,4,5,4,5,3,5,5,5,1,5,0,"sona",NA,NA,NA,NA,NA
"27","4/25/18 16:37","4/25/18 16:42",0,"146.7.4.88",100,295,1,"4/25/18 16:42","R_27UnjQ3wPuKc9RA",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,18.526,18.526,20.79,1,"19",19.846,94.328,95.728,26,7.328,82.178,84.31,25,9.758,90.474,91.938,23,55177,4,4,3,5,4,4,3,4,5,4,5,5,2,4,4,4,5,5,5,4,1,4,4,4,3,3,4,1,3,4,3,4,4,4,4,4,2,4,1,5,4,5,5,4,4,2,3,3,4,4,5,5,4,4,4,3,3,5,4,5,4,3,0,"sona",NA,NA,NA,NA,NA
"28","4/25/18 18:37","4/25/18 18:42",0,"146.7.4.85",100,333,1,"4/25/18 18:42","R_2YV6HyFx78pSAc6",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.312,15.214,19.551,3,"18",3.825,86.944,88.56,22,11.112,105.11,106.543,21,8.133,112.093,114.741,20,55767,4,3,2,3,4,3,5,5,5,2,4,4,1,1,2,2,4,3,3,5,1,5,5,4,3,3,5,1,3,3,2,1,5,4,3,4,2,1,1,4,2,4,2,1,5,1,4,5,4,5,5,5,1,4,3,5,3,5,3,3,2,7,1,"sona",NA,NA,NA,NA,NA
"29","4/25/18 19:17","4/25/18 19:24",0,"146.7.4.84",100,379,1,"4/25/18 19:24","R_1mgFBAaRsYCK6Pa",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.19,5.19,21.704,1,"19",3.998,119.464,123.112,21,3.266,113.892,117.214,20,18.42,131.572,133.756,23,55274,5,3,4,3,5,3,5,4,4,1,4,5,1,3,3,2,5,5,4,4,1,4,4,5,3,3,4,1,1,1,2,4,4,3,4,4,1,4,1,5,4,5,4,2,3,1,3,1,1,3,3,5,2,3,2,4,3,4,3,3,1,5,0,"sona",NA,NA,NA,NA,NA
"30","4/25/18 19:41","4/25/18 19:47",0,"146.7.4.92",100,362,1,"4/25/18 19:47","R_1itCRIidfUbDIGP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.843,4.843,7.316,1,"18",2.971,128.02,130.737,23,9.337,122.039,123.848,23,6.309,93.726,95.195,22,55151,4,5,4,5,4,4,5,4,4,4,5,5,1,3,5,5,5,5,4,4,1,4,4,4,4,5,5,1,3,4,3,1,5,2,5,4,3,5,1,5,4,5,5,4,5,2,5,4,3,5,5,1,1,4,3,4,3,5,3,5,1,5,0,"sona",NA,NA,NA,NA,NA
"31","4/25/18 19:46","4/25/18 19:53",0,"107.223.148.235",100,415,1,"4/25/18 19:53","R_AMouappwPv6vJXr",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,7.259,18.139,20.445,3,"19",0.005,79.76,80.894,26,8.361,188.263,189.985,24,8.234,101.379,102.917,24,54764,2,3,3,3,4,2,3,4,4,2,2,3,3,3,4,3,3,1,2,3,1,4,3,3,3,2,3,1,1,2,2,5,2,1,3,4,3,3,1,3,4,2,3,1,3,1,3,3,2,4,1,5,1,1,4,2,3,2,4,3,1,4,0,"sona",NA,NA,NA,NA,NA
"32","4/25/18 20:23","4/25/18 20:36",0,"146.7.4.89",100,773,1,"4/25/18 20:36","R_211imq8eEGk849k",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,22.55,22.55,28.428,1,"19",12.613,307.731,315.172,21,6.028,147.167,148.878,22,167.815,299.371,300.694,22,55335,4,2,3,4,4,3,4,4,4,1,5,3,2,2,4,2,4,3,4,4,1,4,3,2,3,4,4,1,2,2,1,1,5,4,1,4,1,4,1,4,4,3,3,1,4,3,3,4,2,4,2,5,1,3,3,4,3,4,5,4,1,4,0,"sona",NA,NA,NA,NA,NA
"33","4/25/18 20:45","4/25/18 20:54",0,"146.7.4.88",100,565,1,"4/25/18 20:54","R_2pPsy3XWY3xOLDu",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,35.716,64.997,91.569,3,"18",6.288,198.993,201.006,22,9.651,148.232,154.282,22,6.621,102.948,109.881,23,54733,1,2,2,1,2,2,3,4,4,3,1,1,1,2,3,3,1,2,3,5,1,3,3,2,1,1,2,1,3,2,1,1,3,4,2,2,3,1,1,1,4,1,1,4,4,4,3,3,1,2,1,1,4,2,5,3,3,3,4,1,4,6,0,"sona",NA,NA,NA,NA,NA
"34","4/25/18 23:51","4/25/18 23:57",0,"146.7.4.82",100,400,1,"4/25/18 23:57","R_BKwYbPnHnjgBuKd",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.477,7.477,12.102,1,"19",9.343,178.758,180.619,23,8.662,101.191,103.463,22,24.142,104.029,105.08,20,55809,5,4,4,4,4,4,5,4,4,2,5,5,1,3,4,4,5,5,5,4,1,4,4,4,3,4,4,1,1,4,2,1,5,4,4,5,2,4,1,5,4,5,5,5,4,2,4,3,4,4,5,4,4,4,4,4,3,4,3,4,2,4,0,"sona",NA,NA,NA,NA,NA
"35","4/26/18 10:40","4/26/18 10:45",0,"75.98.102.140",100,290,1,"4/26/18 10:45","R_2dzE0FYhuOView3",NA,NA,NA,NA,37.20610046,-93.30319977,"anonymous","EN",1,3.641,3.641,9.48,1,"27",7.72,90.15,91.209,22,10.247,98.41,101.042,20,6.364,82.494,84.185,20,54703,3,3,3,3,4,3,3,4,4,2,1,1,1,3,4,4,2,2,4,4,2,3,4,3,2,2,3,2,1,3,4,1,3,3,3,3,3,1,1,1,4,3,1,1,3,3,3,3,3,4,2,2,1,3,4,3,3,4,4,3,2,5,1,"sona",NA,NA,NA,NA,NA
"36","4/26/18 11:43","4/26/18 11:49",0,"146.7.4.84",100,404,1,"4/26/18 11:49","R_2Y51E6Bqu20yFfQ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.466,49.218,53.893,3,"18",3.066,97.408,99.47,21,5.94,113.928,116.783,25,42.935,127.023,128.769,20,54825,5,4,5,5,3,4,4,5,4,3,5,5,5,4,5,4,5,5,5,5,1,5,4,4,4,3,5,2,3,5,4,1,5,5,5,5,4,5,3,5,4,4,5,5,5,5,3,3,4,5,5,4,4,4,3,4,3,5,5,5,5,2,0,"sona",NA,NA,NA,NA,NA
"37","4/26/18 12:05","4/26/18 12:11",0,"146.7.4.83",100,376,1,"4/26/18 12:11","R_12ykaGmVW4niD9l",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.704,7.704,10.649,1,"19",7.614,147.422,149.119,24,13.639,107.185,109.766,20,6.231,96.752,98.126,21,55178,4,3,2,3,5,4,5,4,4,3,4,5,4,3,2,3,5,4,5,4,1,4,4,4,3,2,5,1,1,4,2,5,4,4,4,4,3,3,1,5,2,4,4,4,4,2,3,4,3,3,4,4,2,3,2,4,3,4,4,3,3,3,1,"sona",NA,NA,NA,NA,NA
"38","4/26/18 12:11","4/26/18 12:19",0,"173.26.35.92",100,484,1,"4/26/18 12:19","R_3EveLHZE4FjQY3S",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,7.175,7.175,9.503,1,"19",3.406,113.108,114.206,23,4.565,182.003,182.907,27,4.739,169.108,170.576,25,55672,4,2,2,2,4,3,4,5,4,1,3,1,1,2,4,2,1,1,3,3,1,4,4,5,3,4,5,1,1,4,1,4,5,5,3,5,1,4,1,1,4,1,1,1,4,1,5,4,3,4,1,4,1,3,5,4,3,1,3,2,4,6,0,"sona",NA,NA,NA,NA,NA
"39","4/26/18 13:22","4/26/18 13:27",0,"146.7.4.85",100,304,1,"4/26/18 13:27","R_3nk4J387nntR8Gg",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.358,4.358,6.981,1,"19",7.72,103.807,105.923,25,6.31,129.551,131.677,21,10.846,54.338,56.161,21,55821,4,4,4,3,4,3,5,5,5,2,3,4,3,3,4,4,3,3,5,5,1,4,3,4,3,2,5,1,3,4,3,1,4,2,2,4,2,1,1,4,4,4,4,2,4,1,4,3,3,3,2,3,3,3,1,4,4,3,1,3,4,7,2,"sona",NA,NA,NA,NA,NA
"40","4/26/18 13:52","4/26/18 13:58",0,"146.7.4.78",100,380,1,"4/26/18 13:58","R_3HuhnhJsHJSZcj6",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.351,6.351,28.786,1,"20",6.918,100.738,105.553,23,15.526,134.773,138.416,23,13.216,106.305,107.938,22,54883,4,5,5,5,5,5,3,4,4,4,4,2,1,4,5,5,3,5,3,4,1,5,3,4,3,5,5,2,1,4,4,1,4,4,2,5,5,4,1,2,4,1,2,1,4,2,3,5,4,5,2,2,1,4,3,3,3,1,1,5,4,5,0,"sona",NA,NA,NA,NA,NA
